Effective date ,Dow Jones U.S. Oil & Gas Total Return Index,,,,,,,,
2017/8/15,939.07,,,,,,,,
2017/8/16,930,,,,,,,,
2017/8/17,916.75,,,,,,,,
2017/8/18,922.76,,,,,,,,
2017/8/21,917.01,,,,,,,,
2017/8/22,923.82,,,,,,,,
2017/8/23,927.84,,,,,,,,
2017/8/24,927.86,,,,,,,,
2017/8/25,932.53,,,,,,,,
2017/8/28,928.23,,,,,,,,
2017/8/29,927.52,,,,,,,,
2017/8/30,927.7,,,,,,,,
2017/8/31,933.19,,,,,,,,
2017/9/1,942.09,,,,,,,,
2017/9/5,947.22,,,,,,,,
2017/9/6,962.43,,,,,,,,
2017/9/7,963.5,,,,,,,,
2017/9/8,952.89,,,,,,,,
2017/9/11,962.52,,,,,,,,
2017/9/12,968.83,,,,,,,,
2017/9/13,981.85,,,,,,,,
2017/9/14,986.11,,,,,,,,
2017/9/15,988.52,,,,,,,,
2017/9/18,993.16,,,,,,,,
2017/9/19,996.39,,,,,,,,
2017/9/20,1004.36,,,,,,,,
2017/9/21,1002.92,,,,,,,,
2017/9/22,1008.27,,,,,,,,
2017/9/25,1023.89,,,,,,,,
2017/9/26,1021.92,,,,,,,,
2017/9/27,1026.7,,,,,,,,
2017/9/28,1028.14,,,,,,,,
2017/9/29,1027.82,,,,,,,,
2017/10/2,1027.8,,,,,,,,
2017/10/3,1027.2,,,,,,,,
2017/10/4,1026.07,,,,,,,,
2017/10/5,1030.65,,,,,,,,
2017/10/6,1021.1,,,,,,,,
2017/10/9,1023.76,,,,,,,,
2017/10/10,1024.86,,,,,,,,
2017/10/11,1027.56,,,,,,,,
2017/10/12,1023.37,,,,,,,,
2017/10/13,1022.94,,,,,,,,
2017/10/16,1024.85,,,,,,,,
2017/10/17,1025.55,,,,,,,,
2017/10/18,1017.78,,,,,,,,
2017/10/19,1014.15,,,,,,,,
2017/10/20,1016.31,,,,,,,,
2017/10/23,1008.94,,,,,,,,
2017/10/24,1011.35,,,,,,,,
2017/10/25,1004.09,,,,,,,,
2017/10/26,1006.5,,,,,,,,
2017/10/27,1011.16,,,,,,,,
2017/10/30,1015.8,,,,,,,,
2017/10/31,1020.18,,,,,,,,
2017/11/1,1032.56,,,,,,,,
2017/11/2,1029.38,,,,,,,,
2017/11/3,1033.6,,,,,,,,
2017/11/6,1057.7,,,,,,,,
2017/11/7,1055.52,,,,,,,,
2017/11/8,1050.95,,,,,,,,
2017/11/9,1054.73,,,,,,,,
2017/11/10,1049.35,,,,,,,,
2017/11/13,1042.3,,,,,,,,
2017/11/14,1024.99,,,,,,,,
2017/11/15,1013.44,,,,,,,,
2017/11/16,1009.73,,,,,,,,
2017/11/17,1014.93,,,,,,,,
2017/11/20,1012.71,,,,,,,,
2017/11/21,1014.87,,,,,,,,
2017/11/22,1020.06,,,,,,,,
2017/11/24,1022.88,,,,,,,,
2017/11/27,1011.39,,,,,,,,
2017/11/28,1019.21,,,,,,,,
2017/11/29,1024.24,,,,,,,,
2017/11/30,1040.93,,,,,,,,
2017/12/1,1050.51,,,,,,,,
2017/12/4,1049.23,,,,,,,,
2017/12/5,1043.87,,,,,,,,
2017/12/6,1029.18,,,,,,,,
2017/12/7,1033.78,,,,,,,,
2017/12/8,1043.18,,,,,,,,
2017/12/11,1051.13,,,,,,,,
2017/12/12,1047.34,,,,,,,,
2017/12/13,1045.39,,,,,,,,
2017/12/14,1041.61,,,,,,,,
2017/12/15,1040.51,,,,,,,,
2017/12/18,1048.77,,,,,,,,
2017/12/19,1049.57,,,,,,,,
2017/12/20,1064.81,,,,,,,,
2017/12/21,1087.98,,,,,,,,
2017/12/22,1090.97,,,,,,,,
2017/12/26,1101.13,,,,,,,,
2017/12/27,1097.35,,,,,,,,
2017/12/28,1098.89,,,,,,,,
2017/12/29,1094.62,,,,,,,,
2018/1/2,1114.18,,,,,,,,
2018/1/3,1130.91,,,,,,,,
2018/1/4,1137.57,,,,,,,,
2018/1/5,1136.73,,,,,,,,
2018/1/8,1143.86,,,,,,,,
2018/1/9,1139.91,,,,,,,,
2018/1/10,1138.42,,,,,,,,
2018/1/11,1161.88,,,,,,,,
2018/1/12,1172.33,,,,,,,,
2018/1/16,1157.52,,,,,,,,
2018/1/17,1166.87,,,,,,,,
2018/1/18,1156.94,,,,,,,,
2018/1/19,1156.17,,,,,,,,
2018/1/22,1180.12,,,,,,,,
2018/1/23,1178.99,,,,,,,,
2018/1/24,1175.66,,,,,,,,
2018/1/25,1166.04,,,,,,,,
2018/1/26,1173.42,,,,,,,,
2018/1/29,1154.63,,,,,,,,
2018/1/30,1130.23,,,,,,,,
2018/1/31,1130.72,,,,,,,,
2018/2/1,1143.32,,,,,,,,
2018/2/2,1096.14,,,,,,,,
2018/2/5,1049.78,,,,,,,,
2018/2/6,1058.3,,,,,,,,
2018/2/7,1039.57,,,,,,,,
2018/2/8,1006.76,,,,,,,,
2018/2/9,1006.52,,,,,,,,
2018/2/12,1024.29,,,,,,,,
2018/2/13,1019.49,,,,,,,,
2018/2/14,1035.52,,,,,,,,
2018/2/15,1033.79,,,,,,,,
2018/2/16,1031.29,,,,,,,,
2018/2/20,1025.89,,,,,,,,
2018/2/21,1008.48,,,,,,,,
2018/2/22,1020.21,,,,,,,,
2018/2/23,1042.72,,,,,,,,
2018/2/26,1049.37,,,,,,,,
2018/2/27,1034.7,,,,,,,,
2018/2/28,1010.66,,,,,,,,
2018/3/1,1010.29,,,,,,,,
2018/3/2,1015.82,,,,,,,,
2018/3/5,1027.79,,,,,,,,
2018/3/6,1027.88,,,,,,,,
2018/3/7,1019.02,,,,,,,,
2018/3/8,1018.41,,,,,,,,
2018/3/9,1038.13,,,,,,,,
2018/3/12,1037.92,,,,,,,,
2018/3/13,1030.9,,,,,,,,
2018/3/14,1024.64,,,,,,,,
2018/3/15,1019.02,,,,,,,,
2018/3/16,1029.96,,,,,,,,
2018/3/19,1011.86,,,,,,,,
2018/3/20,1021,,,,,,,,
2018/3/21,1049.16,,,,,,,,
2018/3/22,1027.23,,,,,,,,
2018/3/23,1021.23,,,,,,,,
2018/3/26,1039.18,,,,,,,,
2018/3/27,1028.62,,,,,,,,
2018/3/28,1009.6,,,,,,,,
2018/3/29,1031.69,,,,,,,,
2018/4/2,1010,,,,,,,,
2018/4/3,1030.86,,,,,,,,
2018/4/4,1029.59,,,,,,,,
2018/4/5,1049.46,,,,,,,,
2018/4/6,1029.12,,,,,,,,
2018/4/9,1033.23,,,,,,,,
2018/4/10,1068.16,,,,,,,,
2018/4/11,1080.14,,,,,,,,
2018/4/12,1080.19,,,,,,,,
2018/4/13,1092.4,,,,,,,,
2018/4/16,1103.29,,,,,,,,
2018/4/17,1108.41,,,,,,,,
2018/4/18,1127.03,,,,,,,,
2018/4/19,1128.24,,,,,,,,
2018/4/20,1122.45,,,,,,,,
2018/4/23,1129.25,,,,,,,,
2018/4/24,1116.81,,,,,,,,
2018/4/25,1126.16,,,,,,,,
2018/4/26,1142.57,,,,,,,,
2018/4/27,1129.27,,,,,,,,
2018/4/30,1129.24,,,,,,,,
2018/5/1,1123.03,,,,,,,,
2018/5/2,1128.68,,,,,,,,
2018/5/3,1124.53,,,,,,,,
2018/5/4,1131.32,,,,,,,,
2018/5/7,1134.34,,,,,,,,
2018/5/8,1144.34,,,,,,,,
2018/5/9,1167.11,,,,,,,,
2018/5/10,1175.7,,,,,,,,
2018/5/11,1175.95,,,,,,,,
2018/5/14,1184.03,,,,,,,,
2018/5/15,1185.24,,,,,,,,
2018/5/16,1190.75,,,,,,,,
2018/5/17,1208.87,,,,,,,,
2018/5/18,1199.48,,,,,,,,
2018/5/21,1212.39,,,,,,,,
2018/5/22,1195.57,,,,,,,,
2018/5/23,1195.04,,,,,,,,
2018/5/24,1175.75,,,,,,,,
2018/5/25,1144.95,,,,,,,,
2018/5/29,1142.52,,,,,,,,
2018/5/30,1178.48,,,,,,,,
2018/5/31,1168.42,,,,,,,,
2018/6/1,1173.41,,,,,,,,
2018/6/4,1161.16,,,,,,,,
2018/6/5,1158.1,,,,,,,,
2018/6/6,1163.46,,,,,,,,
2018/6/7,1182.93,,,,,,,,
2018/6/8,1180.03,,,,,,,,
2018/6/11,1184.1,,,,,,,,
2018/6/12,1175.71,,,,,,,,
2018/6/13,1170.97,,,,,,,,
2018/6/14,1167.9,,,,,,,,
2018/6/15,1142.67,,,,,,,,
2018/6/18,1156.64,,,,,,,,
2018/6/19,1154.77,,,,,,,,
2018/6/20,1160.81,,,,,,,,
2018/6/21,1138.18,,,,,,,,
2018/6/22,1164.79,,,,,,,,
2018/6/25,1138.53,,,,,,,,
2018/6/26,1155.39,,,,,,,,
2018/6/27,1171.13,,,,,,,,
2018/6/28,1169.67,,,,,,,,
2018/6/29,1176.58,,,,,,,,
2018/7/2,1157.63,,,,,,,,
2018/7/3,1166.36,,,,,,,,
2018/7/5,1165,,,,,,,,
2018/7/6,1174.51,,,,,,,,
2018/7/9,1192.28,,,,,,,,
2018/7/10,1200.2,,,,,,,,
2018/7/11,1173.97,,,,,,,,
2018/7/12,1175.84,,,,,,,,
2018/7/13,1182.17,,,,,,,,
2018/7/16,1167.37,,,,,,,,
2018/7/17,1163.33,,,,,,,,
2018/7/18,1164.05,,,,,,,,
2018/7/19,1164.33,,,,,,,,
2018/7/20,1160.13,,,,,,,,
2018/7/23,1155.17,,,,,,,,
2018/7/24,1169.63,,,,,,,,
2018/7/25,1179.94,,,,,,,,
2018/7/26,1190.99,,,,,,,,
2018/7/27,1183.46,,,,,,,,
2018/7/30,1194.77,,,,,,,,
2018/7/31,1191.28,,,,,,,,
2018/8/1,1175.47,,,,,,,,
2018/8/2,1171.03,,,,,,,,
2018/8/3,1165.58,,,,,,,,
2018/8/6,1170.65,,,,,,,,
2018/8/7,1178.31,,,,,,,,
2018/8/8,1168.93,,,,,,,,
2018/8/9,1158.97,,,,,,,,
2018/8/10,1165.21,,,,,,,,
2018/8/13,1149.64,,,,,,,,
2018/8/14,1153.57,,,,,,,,
2018/8/15,1112.01,,,,,,,,
2018/8/16,1120.67,,,,,,,,
2018/8/17,1124.13,,,,,,,,
2018/8/20,1132.15,,,,,,,,
2018/8/21,1139.1,,,,,,,,
2018/8/22,1153.52,,,,,,,,
2018/8/23,1147.33,,,,,,,,
2018/8/24,1156.75,,,,,,,,
2018/8/27,1164.86,,,,,,,,
2018/8/28,1159.01,,,,,,,,
2018/8/29,1167.12,,,,,,,,
2018/8/30,1163.34,,,,,,,,
2018/8/31,1154.97,,,,,,,,
2018/9/4,1151.07,,,,,,,,
2018/9/5,1149,,,,,,,,
2018/9/6,1126.06,,,,,,,,
2018/9/7,1125.78,,,,,,,,
2018/9/10,1125.46,,,,,,,,
2018/9/11,1138.09,,,,,,,,
2018/9/12,1144.97,,,,,,,,
2018/9/13,1144.44,,,,,,,,
2018/9/14,1150.77,,,,,,,,
2018/9/17,1151.66,,,,,,,,
2018/9/18,1161.06,,,,,,,,
2018/9/19,1166.69,,,,,,,,
2018/9/20,1166.13,,,,,,,,
2018/9/21,1174.46,,,,,,,,
2018/9/24,1192.15,,,,,,,,
2018/9/25,1199.02,,,,,,,,
2018/9/26,1185.79,,,,,,,,
2018/9/27,1188.03,,,,,,,,
2018/9/28,1185.84,,,,,,,,
2018/10/1,1202.94,,,,,,,,
2018/10/2,1203.96,,,,,,,,
2018/10/3,1215.15,,,,,,,,
2018/10/4,1207.22,,,,,,,,
2018/10/5,1206.43,,,,,,,,
2018/10/8,1205.6,,,,,,,,
2018/10/9,1217.75,,,,,,,,
2018/10/10,1172.97,,,,,,,,
2018/10/11,1137.75,,,,,,,,
2018/10/12,1142.64,,,,,,,,
2018/10/15,1135.13,,,,,,,,
2018/10/16,1145.95,,,,,,,,
2018/10/17,1136.84,,,,,,,,
2018/10/18,1129.67,,,,,,,,
2018/10/19,1120.92,,,,,,,,
2018/10/22,1108.11,,,,,,,,
2018/10/23,1077.26,,,,,,,,
2018/10/24,1034.71,,,,,,,,
2018/10/25,1046.95,,,,,,,,
2018/10/26,1038.22,,,,,,,,
2018/10/29,1016.73,,,,,,,,
2018/10/30,1039.71,,,,,,,,
2018/10/31,1047.56,,,,,,,,
2018/11/1,1057.1,,,,,,,,
2018/11/2,1054.71,,,,,,,,
2018/11/5,1072.44,,,,,,,,
2018/11/6,1074.92,,,,,,,,
2018/11/7,1092.73,,,,,,,,
2018/11/8,1067.39,,,,,,,,
2018/11/9,1066.13,,,,,,,,
2018/11/12,1042.16,,,,,,,,
2018/11/13,1017.14,,,,,,,,
2018/11/14,1015.73,,,,,,,,
2018/11/15,1032.78,,,,,,,,
2018/11/16,1043.21,,,,,,,,
2018/11/19,1041.81,,,,,,,,
2018/11/20,1006.6,,,,,,,,
2018/11/21,1023.08,,,,,,,,
2018/11/23,990.08,,,,,,,,
2018/11/26,1007.09,,,,,,,,
2018/11/27,1003.32,,,,,,,,
2018/11/28,1020.43,,,,,,,,
2018/11/29,1026.39,,,,,,,,
2018/11/30,1022.26,,,,,,,,
2018/12/3,1046.46,,,,,,,,
2018/12/4,1015.3,,,,,,,,
2018/12/6,996.43,,,,,,,,
2018/12/7,990.81,,,,,,,,
2018/12/10,974.04,,,,,,,,
2018/12/11,974.24,,,,,,,,
2018/12/12,977.71,,,,,,,,
2018/12/13,980.95,,,,,,,,
2018/12/14,956.08,,,,,,,,
2018/12/17,937.32,,,,,,,,
2018/12/18,915.47,,,,,,,,
2018/12/19,903.81,,,,,,,,
2018/12/20,878.37,,,,,,,,
2018/12/21,868.02,,,,,,,,
2018/12/24,832.8,,,,,,,,
2018/12/26,886.4,,,,,,,,
2018/12/27,891.44,,,,,,,,
2018/12/28,883.3,,,,,,,,
2018/12/31,887.65,,,,,,,,
2019/1/2,906.03,,,,,,,,
2019/1/3,897.02,,,,,,,,
2019/1/4,930.22,,,,,,,,
2019/1/7,944.22,,,,,,,,
2019/1/8,952.8,,,,,,,,
2019/1/9,967.65,,,,,,,,
2019/1/10,970.68,,,,,,,,
2019/1/11,964.14,,,,,,,,
2019/1/14,962.74,,,,,,,,
2019/1/15,966.28,,,,,,,,
2019/1/16,964.98,,,,,,,,
2019/1/17,974.18,,,,,,,,
2019/1/18,992.9,,,,,,,,
2019/1/22,969.58,,,,,,,,
2019/1/23,959.36,,,,,,,,
2019/1/24,965.51,,,,,,,,
2019/1/25,977.86,,,,,,,,
2019/1/28,967.67,,,,,,,,
2019/1/29,970.82,,,,,,,,
2019/1/30,984.75,,,,,,,,
2019/1/31,989.79,,,,,,,,
2019/2/1,1006.96,,,,,,,,
2019/2/4,1009.36,,,,,,,,
2019/2/5,1009.89,,,,,,,,
2019/2/6,1001.95,,,,,,,,
2019/2/7,979.76,,,,,,,,
2019/2/8,975.29,,,,,,,,
2019/2/11,980.49,,,,,,,,
2019/2/12,993.15,,,,,,,,
2019/2/13,1006.07,,,,,,,,
2019/2/14,1009.59,,,,,,,,
2019/2/15,1026.51,,,,,,,,
2019/2/19,1030.09,,,,,,,,
2019/2/20,1034.24,,,,,,,,
2019/2/21,1017.29,,,,,,,,
2019/2/22,1020.82,,,,,,,,
2019/2/25,1021.94,,,,,,,,
2019/2/26,1017.2,,,,,,,,
2019/2/27,1021.4,,,,,,,,
2019/2/28,1011.08,,,,,,,,
2019/3/1,1029.73,,,,,,,,
2019/3/4,1032.48,,,,,,,,
2019/3/5,1029.27,,,,,,,,
2019/3/6,1014.99,,,,,,,,
2019/3/7,1009.55,,,,,,,,
2019/3/8,989.81,,,,,,,,
2019/3/11,1005.86,,,,,,,,
2019/3/12,1013.35,,,,,,,,
2019/3/13,1024.75,,,,,,,,
2019/3/14,1025.4,,,,,,,,
2019/3/15,1024.13,,,,,,,,
2019/3/18,1039.29,,,,,,,,
2019/3/19,1035.59,,,,,,,,
2019/3/20,1045.84,,,,,,,,
2019/3/21,1053.3,,,,,,,,
2019/3/22,1024.06,,,,,,,,
2019/3/25,1023.97,,,,,,,,
2019/3/26,1038.72,,,,,,,,
2019/3/27,1031.69,,,,,,,,
2019/3/28,1035.85,,,,,,,,
2019/3/29,1034.81,,,,,,,,
2019/4/1,1048.93,,,,,,,,
2019/4/2,1041.37,,,,,,,,
2019/4/3,1030.33,,,,,,,,
2019/4/4,1039.54,,,,,,,,
2019/4/5,1058.03,,,,,,,,
2019/4/8,1062.86,,,,,,,,
2019/4/9,1048.99,,,,,,,,
2019/4/10,1053.92,,,,,,,,
2019/4/11,1053.55,,,,,,,,
2019/4/12,1056.85,,,,,,,,
2019/4/15,1050.5,,,,,,,,
2019/4/16,1056.99,,,,,,,,
2019/4/17,1055.76,,,,,,,,
2019/4/18,1049.99,,,,,,,,
2019/4/22,1072.71,,,,,,,,
2019/4/23,1073.3,,,,,,,,
2019/4/24,1053.33,,,,,,,,
2019/4/25,1048.88,,,,,,,,
2019/4/26,1037.1,,,,,,,,
2019/4/29,1035,,,,,,,,
2019/4/30,1033.48,,,,,,,,
2019/5/1,1010.77,,,,,,,,
2019/5/2,993.1,,,,,,,,
2019/5/3,1002.89,,,,,,,,
2019/5/6,1002.59,,,,,,,,
2019/5/7,996.13,,,,,,,,
2019/5/8,995.09,,,,,,,,
2019/5/9,995.49,,,,,,,,
2019/5/10,1000.28,,,,,,,,
2019/5/13,983.26,,,,,,,,
2019/5/14,995.55,,,,,,,,
2019/5/15,1000.82,,,,,,,,
2019/5/16,1006.5,,,,,,,,
2019/5/17,995.1,,,,,,,,
2019/5/20,994.85,,,,,,,,
2019/5/21,1006.28,,,,,,,,
2019/5/22,989.01,,,,,,,,
2019/5/23,956.9,,,,,,,,
2019/5/24,958.04,,,,,,,,
2019/5/28,947.19,,,,,,,,
2019/5/29,942.38,,,,,,,,
2019/5/30,930.59,,,,,,,,
2019/5/31,915.65,,,,,,,,
2019/6/3,928.28,,,,,,,,
2019/6/4,944.67,,,,,,,,
2019/6/5,933.04,,,,,,,,
2019/6/6,948.6,,,,,,,,
2019/6/7,952.59,,,,,,,,
2019/6/10,954.95,,,,,,,,
2019/6/11,956.02,,,,,,,,
2019/6/12,940.46,,,,,,,,
2019/6/13,953.07,,,,,,,,
2019/6/14,944.87,,,,,,,,
2019/6/17,953.87,,,,,,,,
2019/6/18,967.61,,,,,,,,
2019/6/19,965.69,,,,,,,,
2019/6/20,987.46,,,,,,,,
2019/6/21,995.18,,,,,,,,
2019/6/24,985.52,,,,,,,,
2019/6/25,977.18,,,,,,,,
2019/6/26,993.03,,,,,,,,
2019/6/27,985.51,,,,,,,,
2019/6/28,998,,,,,,,,
2019/7/1,999.28,,,,,,,,
2019/7/2,980.94,,,,,,,,
2019/7/3,986.44,,,,,,,,
2019/7/5,988.16,,,,,,,,
2019/7/8,988.32,,,,,,,,
2019/7/9,989.11,,,,,,,,
2019/7/10,1003.44,,,,,,,,
2019/7/11,1004.21,,,,,,,,
2019/7/12,1007.82,,,,,,,,
2019/7/15,997.19,,,,,,,,
2019/7/16,985.55,,,,,,,,
2019/7/17,973.15,,,,,,,,
2019/7/18,973,,,,,,,,
2019/7/19,978.14,,,,,,,,
2019/7/22,982.65,,,,,,,,
2019/7/23,985.54,,,,,,,,
2019/7/24,989.85,,,,,,,,
2019/7/25,976.85,,,,,,,,
2019/7/26,972.1,,,,,,,,
2019/7/29,967.73,,,,,,,,
2019/7/30,981.24,,,,,,,,
2019/7/31,976.59,,,,,,,,
2019/8/1,951.77,,,,,,,,
2019/8/2,939,,,,,,,,
2019/8/5,910.52,,,,,,,,
2019/8/6,909.64,,,,,,,,
2019/8/7,902.9,,,,,,,,
2019/8/8,928.26,,,,,,,,
2019/8/9,916.47,,,,,,,,
2019/8/12,906.45,,,,,,,,
2019/8/13,915.21,,,,,,,,
2019/8/14,877.17,,,,,,,,
2019/8/15,872.56,,,,,,,,
2019/8/16,886.13,,,,,,,,
2019/8/19,906.33,,,,,,,,
2019/8/20,897.94,,,,,,,,
2019/8/21,904.62,,,,,,,,
2019/8/22,899.5,,,,,,,,
2019/8/23,868.25,,,,,,,,
2019/8/26,872.29,,,,,,,,
2019/8/27,866.59,,,,,,,,
2019/8/28,879.82,,,,,,,,
2019/8/29,893.46,,,,,,,,
2019/8/30,893.23,,,,,,,,
2019/9/3,888.19,,,,,,,,
2019/9/4,901.49,,,,,,,,
2019/9/5,913.87,,,,,,,,
2019/9/6,917.94,,,,,,,,
2019/9/9,937.36,,,,,,,,
2019/9/10,949.11,,,,,,,,
2019/9/11,950.09,,,,,,,,
2019/9/12,943.88,,,,,,,,
2019/9/13,951.55,,,,,,,,
2019/9/16,986.72,,,,,,,,
2019/9/17,969.87,,,,,,,,
2019/9/18,965.45,,,,,,,,
2019/9/19,961.18,,,,,,,,
2019/9/20,962.18,,,,,,,,
2019/9/23,963.1,,,,,,,,
2019/9/24,946.82,,,,,,,,
2019/9/25,948.81,,,,,,,,
2019/9/26,935.91,,,,,,,,
2019/9/27,935.45,,,,,,,,
2019/9/30,928.98,,,,,,,,
2019/10/1,907.88,,,,,,,,
2019/10/2,884.57,,,,,,,,
2019/10/3,895.73,,,,,,,,
2019/10/4,901.15,,,,,,,,
2019/10/7,892.21,,,,,,,,
2019/10/8,875.91,,,,,,,,
2019/10/9,885.16,,,,,,,,
2019/10/10,896.24,,,,,,,,
2019/10/11,909.26,,,,,,,,
2019/10/14,907.36,,,,,,,,
2019/10/15,911.02,,,,,,,,
2019/10/16,898.44,,,,,,,,
2019/10/17,899.06,,,,,,,,
2019/10/18,894.1,,,,,,,,
2019/10/21,910.47,,,,,,,,
2019/10/22,922.26,,,,,,,,
2019/10/23,929.2,,,,,,,,
2019/10/24,925.61,,,,,,,,
2019/10/25,932.65,,,,,,,,
2019/10/28,926.74,,,,,,,,
2019/10/29,931.12,,,,,,,,
2019/10/30,911.58,,,,,,,,
2019/10/31,907.79,,,,,,,,
2019/11/1,931.04,,,,,,,,
2019/11/4,959.8,,,,,,,,
2019/11/5,963.37,,,,,,,,
2019/11/6,941.17,,,,,,,,
2019/11/7,955.98,,,,,,,,
2019/11/8,951.68,,,,,,,,
2019/11/11,945.82,,,,,,,,
2019/11/12,940.23,,,,,,,,
2019/11/13,935.06,,,,,,,,
2019/11/14,932.18,,,,,,,,
2019/11/15,940.8,,,,,,,,
2019/11/18,927.97,,,,,,,,
2019/11/19,914.45,,,,,,,,
2019/11/20,923.71,,,,,,,,
2019/11/21,938.57,,,,,,,,
2019/11/22,935.34,,,,,,,,
2019/11/25,937.52,,,,,,,,
2019/11/26,927.76,,,,,,,,
2019/11/27,930.81,,,,,,,,
2019/11/29,921.03,,,,,,,,
2019/12/2,921.46,,,,,,,,
2019/12/3,907.94,,,,,,,,
2019/12/4,922.42,,,,,,,,
2019/12/5,917.58,,,,,,,,
2019/12/6,936.26,,,,,,,,
2019/12/9,934.56,,,,,,,,
2019/12/10,936.34,,,,,,,,
2019/12/11,934.9,,,,,,,,
2019/12/12,953.83,,,,,,,,
2019/12/13,945.55,,,,,,,,
2019/12/16,959.29,,,,,,,,
2019/12/17,959.73,,,,,,,,
2019/12/18,963.05,,,,,,,,
2019/12/19,963,,,,,,,,
2019/12/20,971.09,,,,,,,,
2019/12/23,981.95,,,,,,,,
2019/12/24,981.4,,,,,,,,
2019/12/26,981.67,,,,,,,,
2019/12/27,976.74,,,,,,,,
2019/12/30,973.69,,,,,,,,
2019/12/31,980.01,,,,,,,,
2020/1/2,988.03,,,,,,,,
2020/1/3,985.44,,,,,,,,
2020/1/6,993.07,,,,,,,,
2020/1/7,991.19,,,,,,,,
2020/1/8,972.85,,,,,,,,
2020/1/9,980.09,,,,,,,,
2020/1/10,973.89,,,,,,,,
2020/1/13,974.46,,,,,,,,
2020/1/14,975.07,,,,,,,,
2020/1/15,968.44,,,,,,,,
2020/1/16,969.64,,,,,,,,
2020/1/17,963.24,,,,,,,,
2020/1/21,944.64,,,,,,,,
2020/1/22,935.82,,,,,,,,
2020/1/23,932.16,,,,,,,,
2020/1/24,921.01,,,,,,,,
2020/1/27,895.18,,,,,,,,
2020/1/28,899.42,,,,,,,,
2020/1/29,889.48,,,,,,,,
2020/1/30,896.9,,,,,,,,
2020/1/31,869.63,,,,,,,,
2020/2/3,858.49,,,,,,,,
2020/2/4,860.69,,,,,,,,
2020/2/5,892.9,,,,,,,,
2020/2/6,882.8,,,,,,,,
2020/2/7,876.11,,,,,,,,
2020/2/10,870.93,,,,,,,,
2020/2/11,880.57,,,,,,,,
2020/2/12,892.64,,,,,,,,
2020/2/13,888.73,,,,,,,,
2020/2/14,884.26,,,,,,,,
2020/2/18,877.38,,,,,,,,
2020/2/19,888.85,,,,,,,,
2020/2/20,888.09,,,,,,,,
2020/2/21,876.09,,,,,,,,
2020/2/24,834.72,,,,,,,,
2020/2/25,798.15,,,,,,,,
2020/2/26,773.85,,,,,,,,
2020/2/27,731.13,,,,,,,,
2020/2/28,740.86,,,,,,,,
2020/3/2,761.83,,,,,,,,
2020/3/3,737.83,,,,,,,,
2020/3/4,753.31,,,,,,,,
2020/3/5,725.57,,,,,,,,
2020/3/6,683.34,,,,,,,,
2020/3/9,542.57,,,,,,,,
2020/3/10,570.28,,,,,,,,
2020/3/11,539.06,,,,,,,,
2020/3/12,473.86,,,,,,,,
2020/3/13,516.64,,,,,,,,
2020/3/16,447.03,,,,,,,,
2020/3/17,449.1,,,,,,,,
2020/3/18,385.54,,,,,,,,
2020/3/19,411.99,,,,,,,,
2020/3/20,416.31,,,,,,,,
2020/3/23,388.08,,,,,,,,
2020/3/24,450.3,,,,,,,,
2020/3/25,469.86,,,,,,,,
2020/3/26,498.42,,,,,,,,
2020/3/27,464.29,,,,,,,,
2020/3/30,468.54,,,,,,,,
2020/3/31,476.61,,,,,,,,
2020/4/1,454.03,,,,,,,,
2020/4/2,494.76,,,,,,,,
2020/4/3,488.14,,,,,,,,
2020/4/6,513.54,,,,,,,,
2020/4/7,523.92,,,,,,,,
2020/4/8,559.36,,,,,,,,
2020/4/9,554.62,,,,,,,,
2020/4/13,552.82,,,,,,,,
2020/4/14,550.81,,,,,,,,
2020/4/15,525.57,,,,,,,,
2020/4/16,504.68,,,,,,,,
2020/4/17,556.58,,,,,,,,
2020/4/20,539.23,,,,,,,,
2020/4/21,530.52,,,,,,,,
2020/4/22,548.89,,,,,,,,
2020/4/23,565.78,,,,,,,,
2020/4/24,567.43,,,,,,,,
2020/4/27,579.38,,,,,,,,
2020/4/28,592.15,,,,,,,,
2020/4/29,636.34,,,,,,,,
2020/4/30,623.38,,,,,,,,
2020/5/1,585.85,,,,,,,,
2020/5/4,607.31,,,,,,,,
2020/5/5,607.87,,,,,,,,
2020/5/6,591.8,,,,,,,,
2020/5/7,606.56,,,,,,,,
2020/5/8,633.58,,,,,,,,
2020/5/11,622.97,,,,,,,,
2020/5/12,611.57,,,,,,,,
2020/5/13,584.61,,,,,,,,
2020/5/14,590.32,,,,,,,,
2020/5/15,589.25,,,,,,,,
2020/5/18,636.45,,,,,,,,
2020/5/19,618.47,,,,,,,,
2020/5/20,642.32,,,,,,,,
2020/5/21,632.98,,,,,,,,
2020/5/22,629.44,,,,,,,,
2020/5/26,647.82,,,,,,,,
2020/5/27,654.73,,,,,,,,
2020/5/28,636.18,,,,,,,,
2020/5/29,634.48,,,,,,,,
2020/6/1,645.42,,,,,,,,
2020/6/2,663.39,,,,,,,,
2020/6/3,683.96,,,,,,,,
2020/6/4,684.01,,,,,,,,
2020/6/5,735.95,,,,,,,,
2020/6/8,769.76,,,,,,,,
2020/6/9,740.58,,,,,,,,
2020/6/10,703.69,,,,,,,,
2020/6/11,637.47,,,,,,,,
2020/6/12,654.97,,,,,,,,
2020/6/15,656.59,,,,,,,,
2020/6/16,675.07,,,,,,,,
2020/6/17,652.65,,,,,,,,
2020/6/18,660.6,,,,,,,,
