Effective date ,Dow Jones Commodity Index Gold TR,,,,,,,,
2016/3/18,403.03,,,,,,,,
2016/3/21,399.89,,,,,,,,
2016/3/22,401.37,,,,,,,,
2016/3/23,393.45,,,,,,,,
2016/3/24,392.77,,,,,,,,
2016/3/28,392.31,,,,,,,,
2016/3/29,397.29,,,,,,,,
2016/3/30,394.43,,,,,,,,
2016/3/31,396.68,,,,,,,,
2016/4/1,392.8,,,,,,,,
2016/4/4,391.46,,,,,,,,
2016/4/5,394.77,,,,,,,,
2016/4/6,392.91,,,,,,,,
2016/4/7,397.31,,,,,,,,
2016/4/8,399.34,,,,,,,,
2016/4/11,403.9,,,,,,,,
2016/4/12,404.84,,,,,,,,
2016/4/13,400.8,,,,,,,,
2016/4/14,393.8,,,,,,,,
2016/4/15,396.4,,,,,,,,
2016/4/18,396.54,,,,,,,,
2016/4/19,402.74,,,,,,,,
2016/4/20,402.77,,,,,,,,
2016/4/21,401.46,,,,,,,,
2016/4/22,394.94,,,,,,,,
2016/4/25,398.22,,,,,,,,
2016/4/26,399.26,,,,,,,,
2016/4/27,401.51,,,,,,,,
2016/4/28,406.65,,,,,,,,
2016/4/29,414.39,,,,,,,,
2016/5/2,416.1,,,,,,,,
2016/5/3,414.82,,,,,,,,
2016/5/4,409.23,,,,,,,,
2016/5/5,408.56,,,,,,,,
2016/5/6,415.53,,,,,,,,
2016/5/9,406.75,,,,,,,,
2016/5/10,406.17,,,,,,,,
2016/5/11,409.63,,,,,,,,
2016/5/12,408.17,,,,,,,,
2016/5/13,408.66,,,,,,,,
2016/5/16,409.18,,,,,,,,
2016/5/17,410.11,,,,,,,,
2016/5/18,409.35,,,,,,,,
2016/5/19,403.1,,,,,,,,
2016/5/20,402.59,,,,,,,,
2016/5/23,402.25,,,,,,,,
2016/5/24,394.97,,,,,,,,
2016/5/25,393.18,,,,,,,,
2016/5/26,391.94,,,,,,,,
2016/5/27,390.02,,,,,,,,
2016/5/31,390.29,,,,,,,,
2016/6/1,389.39,,,,,,,,
2016/6/2,388.72,,,,,,,,
2016/6/3,398.44,,,,,,,,
2016/6/6,399.9,,,,,,,,
2016/6/7,399.77,,,,,,,,
2016/6/8,404.68,,,,,,,,
2016/6/9,408.02,,,,,,,,
2016/6/10,409.04,,,,,,,,
2016/6/13,412.58,,,,,,,,
2016/6/14,412.97,,,,,,,,
2016/6/15,413.04,,,,,,,,
2016/6/16,416.28,,,,,,,,
2016/6/17,415.13,,,,,,,,
2016/6/20,414.27,,,,,,,,
2016/6/21,407.99,,,,,,,,
2016/6/22,407.19,,,,,,,,
2016/6/23,404.98,,,,,,,,
2016/6/24,424,,,,,,,,
2016/6/27,424.74,,,,,,,,
2016/6/28,422.57,,,,,,,,
2016/6/29,425.46,,,,,,,,
2016/6/30,423.44,,,,,,,,
2016/7/1,429.34,,,,,,,,
2016/7/5,435.67,,,,,,,,
2016/7/6,438.37,,,,,,,,
2016/7/7,436.77,,,,,,,,
2016/7/8,435.58,,,,,,,,
2016/7/11,435.02,,,,,,,,
2016/7/12,428.23,,,,,,,,
2016/7/13,430.9,,,,,,,,
2016/7/14,427.24,,,,,,,,
2016/7/15,425.71,,,,,,,,
2016/7/18,426.33,,,,,,,,
2016/7/19,427.32,,,,,,,,
2016/7/20,423.18,,,,,,,,
2016/7/21,427.01,,,,,,,,
2016/7/22,424.65,,,,,,,,
2016/7/25,423.29,,,,,,,,
2016/7/26,423.65,,,,,,,,
2016/7/27,425.63,,,,,,,,
2016/7/28,427.77,,,,,,,,
2016/7/29,432.97,,,,,,,,
2016/8/1,433.65,,,,,,,,
2016/8/2,437.8,,,,,,,,
2016/8/3,435.29,,,,,,,,
2016/8/4,436.15,,,,,,,,
2016/8/5,428.82,,,,,,,,
2016/8/8,427.84,,,,,,,,
2016/8/9,429.57,,,,,,,,
2016/8/10,431.23,,,,,,,,
2016/8/11,430.63,,,,,,,,
2016/8/12,428.46,,,,,,,,
2016/8/15,429.84,,,,,,,,
2016/8/16,432.85,,,,,,,,
2016/8/17,430.27,,,,,,,,
2016/8/18,432.95,,,,,,,,
2016/8/19,429.44,,,,,,,,
2016/8/22,428.56,,,,,,,,
2016/8/23,429.43,,,,,,,,
2016/8/24,424.2,,,,,,,,
2016/8/25,422.57,,,,,,,,
2016/8/26,422.99,,,,,,,,
2016/8/29,423.39,,,,,,,,
2016/8/30,420.01,,,,,,,,
2016/8/31,418.39,,,,,,,,
2016/9/1,420.21,,,,,,,,
2016/9/2,423.28,,,,,,,,
2016/9/6,432,,,,,,,,
2016/9/7,430.47,,,,,,,,
2016/9/8,428.05,,,,,,,,
2016/9/9,425.79,,,,,,,,
2016/9/12,422.96,,,,,,,,
2016/9/13,422.36,,,,,,,,
2016/9/14,423.13,,,,,,,,
2016/9/15,420.55,,,,,,,,
2016/9/16,418.07,,,,,,,,
2016/9/19,420.51,,,,,,,,
2016/9/20,420.64,,,,,,,,
2016/9/21,424.85,,,,,,,,
2016/9/22,429.1,,,,,,,,
2016/9/23,428.15,,,,,,,,
2016/9/26,428.92,,,,,,,,
2016/9/27,424.55,,,,,,,,
2016/9/28,422.42,,,,,,,,
2016/9/29,423.16,,,,,,,,
2016/9/30,420.32,,,,,,,,
2016/10/3,418.92,,,,,,,,
2016/10/4,405.2,,,,,,,,
2016/10/5,404.86,,,,,,,,
2016/10/6,399.88,,,,,,,,
2016/10/7,399.53,,,,,,,,
2016/10/10,402.26,,,,,,,,
2016/10/11,400.82,,,,,,,,
2016/10/12,400.16,,,,,,,,
2016/10/13,401.38,,,,,,,,
2016/10/14,400.71,,,,,,,,
2016/10/17,401.07,,,,,,,,
2016/10/18,403.09,,,,,,,,
2016/10/19,405.33,,,,,,,,
2016/10/20,404.56,,,,,,,,
2016/10/21,404.63,,,,,,,,
2016/10/24,403.37,,,,,,,,
2016/10/25,406.53,,,,,,,,
2016/10/26,404.3,,,,,,,,
2016/10/27,405.23,,,,,,,,
2016/10/28,407.56,,,,,,,,
2016/10/31,406.39,,,,,,,,
2016/11/1,411.15,,,,,,,,
2016/11/2,417.61,,,,,,,,
2016/11/3,416.04,,,,,,,,
2016/11/4,416.43,,,,,,,,
2016/11/7,408.43,,,,,,,,
2016/11/8,406.86,,,,,,,,
2016/11/9,406.55,,,,,,,,
2016/11/10,404.19,,,,,,,,
2016/11/11,390.61,,,,,,,,
2016/11/14,389.86,,,,,,,,
2016/11/15,390.79,,,,,,,,
2016/11/16,390.63,,,,,,,,
2016/11/17,388.32,,,,,,,,
2016/11/18,385.77,,,,,,,,
2016/11/21,386.14,,,,,,,,
2016/11/22,386.59,,,,,,,,
2016/11/23,379.69,,,,,,,,
2016/11/25,376.07,,,,,,,,
2016/11/28,380.16,,,,,,,,
2016/11/29,379.21,,,,,,,,
2016/11/30,373.83,,,,,,,,
2016/12/1,372.4,,,,,,,,
2016/12/2,375.08,,,,,,,,
2016/12/5,374.69,,,,,,,,
2016/12/6,372.65,,,,,,,,
2016/12/7,375.01,,,,,,,,
2016/12/8,373.4,,,,,,,,
2016/12/9,370.06,,,,,,,,
2016/12/12,371.31,,,,,,,,
2016/12/13,369.15,,,,,,,,
2016/12/14,370.66,,,,,,,,
2016/12/15,359.86,,,,,,,,
2016/12/16,362.29,,,,,,,,
2016/12/19,363.99,,,,,,,,
2016/12/20,361.1,,,,,,,,
2016/12/21,360.98,,,,,,,,
2016/12/22,360.19,,,,,,,,
2016/12/23,361.12,,,,,,,,
2016/12/27,362.79,,,,,,,,
2016/12/28,363.47,,,,,,,,
2016/12/29,368.95,,,,,,,,
2016/12/30,366.92,,,,,,,,
2017/1/3,370.22,,,,,,,,
2017/1/4,371.28,,,,,,,,
2017/1/5,376.38,,,,,,,,
2017/1/6,373.87,,,,,,,,
2017/1/9,377.55,,,,,,,,
2017/1/10,377.75,,,,,,,,
2017/1/11,381.3,,,,,,,,
2017/1/12,382.32,,,,,,,,
2017/1/13,381.13,,,,,,,,
2017/1/17,386.5,,,,,,,,
2017/1/18,386.22,,,,,,,,
2017/1/19,382.82,,,,,,,,
2017/1/20,383.91,,,,,,,,
2017/1/23,387.36,,,,,,,,
2017/1/24,385.8,,,,,,,,
2017/1/25,381.65,,,,,,,,
2017/1/26,379.11,,,,,,,,
2017/1/27,378.67,,,,,,,,
2017/1/30,380.24,,,,,,,,
2017/1/31,385.14,,,,,,,,
2017/2/1,384.16,,,,,,,,
2017/2/2,387.7,,,,,,,,
2017/2/3,388.15,,,,,,,,
2017/2/6,391.76,,,,,,,,
2017/2/7,393.04,,,,,,,,
2017/2/8,394.12,,,,,,,,
2017/2/9,393.27,,,,,,,,
2017/2/10,392.99,,,,,,,,
2017/2/13,389.79,,,,,,,,
2017/2/14,389.67,,,,,,,,
2017/2/15,392.13,,,,,,,,
2017/2/16,394.84,,,,,,,,
2017/2/17,394.05,,,,,,,,
2017/2/21,394.01,,,,,,,,
2017/2/22,392.23,,,,,,,,
2017/2/23,397.99,,,,,,,,
2017/2/24,400.2,,,,,,,,
2017/2/27,400.37,,,,,,,,
2017/2/28,398.82,,,,,,,,
2017/3/1,397.58,,,,,,,,
2017/3/2,392.15,,,,,,,,
2017/3/3,390.12,,,,,,,,
2017/3/6,389.82,,,,,,,,
2017/3/7,386.84,,,,,,,,
2017/3/8,384.72,,,,,,,,
2017/3/9,382.75,,,,,,,,
2017/3/10,382.17,,,,,,,,
2017/3/13,382.76,,,,,,,,
2017/3/14,382.55,,,,,,,,
2017/3/15,381.92,,,,,,,,
2017/3/16,390.3,,,,,,,,
2017/3/17,391.26,,,,,,,,
2017/3/20,392.56,,,,,,,,
2017/3/21,396.5,,,,,,,,
2017/3/22,397.53,,,,,,,,
2017/3/23,396.68,,,,,,,,
2017/3/24,397.19,,,,,,,,
2017/3/27,399.47,,,,,,,,
2017/3/28,399.48,,,,,,,,
2017/3/29,398.85,,,,,,,,
2017/3/30,396.07,,,,,,,,
2017/3/31,397.09,,,,,,,,
2017/4/3,398.01,,,,,,,,
2017/4/4,399.41,,,,,,,,
2017/4/5,396.28,,,,,,,,
2017/4/6,397.81,,,,,,,,
2017/4/7,399.09,,,,,,,,
2017/4/10,398.04,,,,,,,,
2017/4/11,404.49,,,,,,,,
2017/4/12,405.74,,,,,,,,
2017/4/13,409.05,,,,,,,,
2017/4/17,410.17,,,,,,,,
2017/4/18,410.87,,,,,,,,
2017/4/19,407.49,,,,,,,,
2017/4/20,407.62,,,,,,,,
2017/4/21,409.31,,,,,,,,
2017/4/24,405.66,,,,,,,,
2017/4/25,402.4,,,,,,,,
2017/4/26,401.45,,,,,,,,
2017/4/27,402,,,,,,,,
2017/4/28,402.77,,,,,,,,
2017/5/1,398.74,,,,,,,,
2017/5/2,399.22,,,,,,,,
2017/5/3,396.53,,,,,,,,
2017/5/4,390.22,,,,,,,,
2017/5/5,389.69,,,,,,,,
2017/5/8,389.78,,,,,,,,
2017/5/9,386.3,,,,,,,,
2017/5/10,387.2,,,,,,,,
2017/5/11,388.89,,,,,,,,
2017/5/12,389.98,,,,,,,,
2017/5/15,390.73,,,,,,,,
2017/5/16,392.74,,,,,,,,
2017/5/17,399.81,,,,,,,,
2017/5/18,397.95,,,,,,,,
2017/5/19,398.19,,,,,,,,
2017/5/22,400.75,,,,,,,,
2017/5/23,398.89,,,,,,,,
2017/5/24,398.14,,,,,,,,
2017/5/25,399.2,,,,,,,,
2017/5/26,402.88,,,,,,,,
2017/5/30,401.12,,,,,,,,
2017/5/31,404.2,,,,,,,,
2017/6/1,402.53,,,,,,,,
2017/6/2,405.75,,,,,,,,
2017/6/5,406.57,,,,,,,,
2017/6/6,411.27,,,,,,,,
2017/6/7,409.92,,,,,,,,
2017/6/8,405.59,,,,,,,,
2017/6/9,403.03,,,,,,,,
2017/6/12,402.27,,,,,,,,
2017/6/13,402.19,,,,,,,,
2017/6/14,404.51,,,,,,,,
2017/6/15,397.77,,,,,,,,
2017/6/16,398.39,,,,,,,,
2017/6/19,395.31,,,,,,,,
2017/6/20,394.31,,,,,,,,
2017/6/21,395.05,,,,,,,,
2017/6/22,396.2,,,,,,,,
2017/6/23,398.43,,,,,,,,
2017/6/26,395.29,,,,,,,,
2017/6/27,395.46,,,,,,,,
2017/6/28,396.17,,,,,,,,
2017/6/29,395.14,,,,,,,,
2017/6/30,394.04,,,,,,,,
2017/7/3,386.74,,,,,,,,
2017/7/5,387.56,,,,,,,,
2017/7/6,388.08,,,,,,,,
2017/7/7,383.77,,,,,,,,
2017/7/10,384.92,,,,,,,,
2017/7/11,385.4,,,,,,,,
2017/7/12,386.81,,,,,,,,
2017/7/13,386.21,,,,,,,,
2017/7/14,389.45,,,,,,,,
2017/7/17,391.44,,,,,,,,
2017/7/18,394,,,,,,,,
2017/7/19,394.01,,,,,,,,
2017/7/20,395.07,,,,,,,,
2017/7/21,397.89,,,,,,,,
2017/7/24,397.83,,,,,,,,
2017/7/25,397.15,,,,,,,,
2017/7/26,396.24,,,,,,,,
2017/7/27,399.7,,,,,,,,
2017/7/28,402.49,,,,,,,,
2017/7/31,401.93,,,,,,,,
2017/8/1,403.83,,,,,,,,
2017/8/2,403.53,,,,,,,,
2017/8/3,402.28,,,,,,,,
2017/8/4,399.2,,,,,,,,
2017/8/7,399.26,,,,,,,,
2017/8/8,398.61,,,,,,,,
2017/8/9,403.9,,,,,,,,
2017/8/10,407.32,,,,,,,,
2017/8/11,408.56,,,,,,,,
2017/8/14,407.46,,,,,,,,
2017/8/15,404.09,,,,,,,,
2017/8/16,405.11,,,,,,,,
2017/8/17,408.13,,,,,,,,
2017/8/18,407.88,,,,,,,,
2017/8/21,409.53,,,,,,,,
2017/8/22,407.74,,,,,,,,
2017/8/23,408.92,,,,,,,,
2017/8/24,408.08,,,,,,,,
2017/8/25,409.95,,,,,,,,
2017/8/28,415.48,,,,,,,,
2017/8/29,416.63,,,,,,,,
2017/8/30,415.13,,,,,,,,
2017/8/31,417.7,,,,,,,,
2017/9/1,420.3,,,,,,,,
2017/9/5,424.8,,,,,,,,
2017/9/6,423.08,,,,,,,,
2017/9/7,426.66,,,,,,,,
2017/9/8,426.96,,,,,,,,
2017/9/11,422.1,,,,,,,,
2017/9/12,421.16,,,,,,,,
2017/9/13,419.69,,,,,,,,
2017/9/14,420.11,,,,,,,,
2017/9/15,418.83,,,,,,,,
2017/9/18,414.31,,,,,,,,
2017/9/19,414.26,,,,,,,,
2017/9/20,416.1,,,,,,,,
2017/9/21,409.29,,,,,,,,
2017/9/22,410.15,,,,,,,,
2017/9/25,414.62,,,,,,,,
2017/9/26,411.53,,,,,,,,
2017/9/27,407.15,,,,,,,,
2017/9/28,407.44,,,,,,,,
2017/9/29,406.22,,,,,,,,
2017/10/2,403.41,,,,,,,,
2017/10/3,403.05,,,,,,,,
2017/10/4,403.75,,,,,,,,
2017/10/5,402.63,,,,,,,,
2017/10/6,403.18,,,,,,,,
2017/10/9,406.4,,,,,,,,
2017/10/10,409.2,,,,,,,,
2017/10/11,407.66,,,,,,,,
2017/10/12,410.08,,,,,,,,
2017/10/13,412.65,,,,,,,,
2017/10/16,412.18,,,,,,,,
2017/10/17,406.88,,,,,,,,
2017/10/18,405.88,,,,,,,,
2017/10/19,408.11,,,,,,,,
2017/10/20,405.12,,,,,,,,
2017/10/23,405.28,,,,,,,,
2017/10/24,404.47,,,,,,,,
2017/10/25,404.7,,,,,,,,
2017/10/26,401.74,,,,,,,,
2017/10/27,402.45,,,,,,,,
2017/10/30,404.35,,,,,,,,
2017/10/31,402.09,,,,,,,,
2017/11/1,404.25,,,,,,,,
2017/11/2,404.52,,,,,,,,
2017/11/3,401.71,,,,,,,,
2017/11/6,405.68,,,,,,,,
2017/11/7,403.85,,,,,,,,
2017/11/8,406.37,,,,,,,,
2017/11/9,407.58,,,,,,,,
2017/11/10,403.39,,,,,,,,
2017/11/13,404.94,,,,,,,,
2017/11/14,406.22,,,,,,,,
2017/11/15,404.59,,,,,,,,
2017/11/16,404.76,,,,,,,,
2017/11/17,410.55,,,,,,,,
2017/11/20,403.9,,,,,,,,
2017/11/21,405.97,,,,,,,,
2017/11/22,409.33,,,,,,,,
2017/11/24,407.78,,,,,,,,
2017/11/27,410.07,,,,,,,,
2017/11/28,410.18,,,,,,,,
2017/11/29,406.09,,,,,,,,
2017/11/30,403.1,,,,,,,,
2017/12/1,404.88,,,,,,,,
2017/12/4,403.47,,,,,,,,
2017/12/5,399.45,,,,,,,,
2017/12/6,399.84,,,,,,,,
2017/12/7,395.75,,,,,,,,
2017/12/8,394.28,,,,,,,,
2017/12/11,393.85,,,,,,,,
2017/12/12,392.22,,,,,,,,
2017/12/13,394.41,,,,,,,,
2017/12/14,397.11,,,,,,,,
2017/12/15,397.25,,,,,,,,
2017/12/18,399.83,,,,,,,,
2017/12/19,399.43,,,,,,,,
2017/12/20,401.15,,,,,,,,
2017/12/21,401.48,,,,,,,,
2017/12/22,404.09,,,,,,,,
2017/12/26,406.9,,,,,,,,
2017/12/27,408.15,,,,,,,,
2017/12/28,410,,,,,,,,
2017/12/29,413.84,,,,,,,,
2018/1/2,416.05,,,,,,,,
2018/1/3,416.83,,,,,,,,
2018/1/4,417.83,,,,,,,,
2018/1/5,418.06,,,,,,,,
2018/1/8,417.51,,,,,,,,
2018/1/9,415.41,,,,,,,,
2018/1/10,417.2,,,,,,,,
2018/1/11,418.22,,,,,,,,
2018/1/12,422.18,,,,,,,,
2018/1/16,422.94,,,,,,,,
2018/1/17,423.58,,,,,,,,
2018/1/18,419.82,,,,,,,,
2018/1/19,421.73,,,,,,,,
2018/1/22,421.43,,,,,,,,
2018/1/23,422.96,,,,,,,,
2018/1/24,429.19,,,,,,,,
2018/1/25,431.28,,,,,,,,
2018/1/26,427.9,,,,,,,,
2018/1/29,424.13,,,,,,,,
2018/1/30,422.54,,,,,,,,
2018/1/31,423.54,,,,,,,,
2018/2/1,425.07,,,,,,,,
2018/2/2,421.74,,,,,,,,
2018/2/5,421.54,,,,,,,,
2018/2/6,419.35,,,,,,,,
2018/2/7,414.67,,,,,,,,
2018/2/8,416.07,,,,,,,,
2018/2/9,415.05,,,,,,,,
2018/2/12,418.48,,,,,,,,
2018/2/13,419.76,,,,,,,,
2018/2/14,428.48,,,,,,,,
2018/2/15,427.65,,,,,,,,
2018/2/16,427.95,,,,,,,,
2018/2/20,420.14,,,,,,,,
2018/2/21,420.44,,,,,,,,
2018/2/22,420.65,,,,,,,,
2018/2/23,419.91,,,,,,,,
2018/2/26,420.76,,,,,,,,
2018/2/27,416.29,,,,,,,,
2018/2/28,416.09,,,,,,,,
2018/3/1,412.1,,,,,,,,
2018/3/2,417.87,,,,,,,,
2018/3/5,416.82,,,,,,,,
2018/3/6,421.67,,,,,,,,
2018/3/7,419.29,,,,,,,,
2018/3/8,417.45,,,,,,,,
2018/3/9,418.2,,,,,,,,
2018/3/12,417.25,,,,,,,,
2018/3/13,419.25,,,,,,,,
2018/3/14,418.76,,,,,,,,
2018/3/15,416.3,,,,,,,,
2018/3/16,414.59,,,,,,,,
2018/3/19,416.35,,,,,,,,
2018/3/20,414.54,,,,,,,,
2018/3/21,417.61,,,,,,,,
2018/3/22,419.49,,,,,,,,
2018/3/23,426.59,,,,,,,,
2018/3/26,428.29,,,,,,,,
2018/3/27,424.22,,,,,,,,
2018/3/28,418.61,,,,,,,,
2018/3/29,417.78,,,,,,,,
2018/4/2,424.03,,,,,,,,
2018/4/3,421.03,,,,,,,,
2018/4/4,421.96,,,,,,,,
2018/4/5,418.3,,,,,,,,
2018/4/6,420.71,,,,,,,,
2018/4/9,422.03,,,,,,,,
2018/4/10,423.88,,,,,,,,
2018/4/11,428.34,,,,,,,,
2018/4/12,422.66,,,,,,,,
2018/4/13,424.57,,,,,,,,
2018/4/16,425.51,,,,,,,,
2018/4/17,425.16,,,,,,,,
2018/4/18,426.44,,,,,,,,
2018/4/19,424.98,,,,,,,,
2018/4/20,421.69,,,,,,,,
2018/4/23,417.25,,,,,,,,
2018/4/24,420.1,,,,,,,,
2018/4/25,416.91,,,,,,,,
2018/4/26,415.39,,,,,,,,
2018/4/27,417.14,,,,,,,,
2018/4/30,415.88,,,,,,,,
2018/5/1,411.99,,,,,,,,
2018/5/2,411.64,,,,,,,,
2018/5/3,413.9,,,,,,,,
2018/5/4,414.55,,,,,,,,
2018/5/7,414.42,,,,,,,,
2018/5/8,414.32,,,,,,,,
2018/5/9,414.12,,,,,,,,
2018/5/10,417.06,,,,,,,,
2018/5/11,416.58,,,,,,,,
2018/5/14,415.8,,,,,,,,
2018/5/15,407,,,,,,,,
2018/5/16,407.4,,,,,,,,
2018/5/17,406.73,,,,,,,,
2018/5/18,407.28,,,,,,,,
2018/5/21,407.19,,,,,,,,
2018/5/22,407.52,,,,,,,,
2018/5/23,406.73,,,,,,,,
2018/5/24,411.46,,,,,,,,
2018/5/25,411.23,,,,,,,,
2018/5/29,409.78,,,,,,,,
2018/5/30,410.56,,,,,,,,
2018/5/31,410.01,,,,,,,,
2018/6/1,408.34,,,,,,,,
2018/6/4,407.77,,,,,,,,
2018/6/5,409.33,,,,,,,,
2018/6/6,409.1,,,,,,,,
2018/6/7,409.63,,,,,,,,
2018/6/8,409.56,,,,,,,,
2018/6/11,409.78,,,,,,,,
2018/6/12,408.61,,,,,,,,
2018/6/13,409.23,,,,,,,,
2018/6/14,411.45,,,,,,,,
2018/6/15,402.1,,,,,,,,
2018/6/18,402.67,,,,,,,,
2018/6/19,402.22,,,,,,,,
2018/6/20,400.95,,,,,,,,
2018/6/21,399.71,,,,,,,,
2018/6/22,399.79,,,,,,,,
2018/6/25,399.29,,,,,,,,
2018/6/26,396.48,,,,,,,,
2018/6/27,395.31,,,,,,,,
2018/6/28,393.72,,,,,,,,
2018/6/29,394.84,,,,,,,,
2018/7/2,390.88,,,,,,,,
2018/7/3,394.61,,,,,,,,
2018/7/5,396.32,,,,,,,,
2018/7/6,395.4,,,,,,,,
2018/7/9,396.66,,,,,,,,
2018/7/10,395.36,,,,,,,,
2018/7/11,391.9,,,,,,,,
2018/7/12,392.55,,,,,,,,
2018/7/13,390.83,,,,,,,,
2018/7/16,390.4,,,,,,,,
2018/7/17,386.51,,,,,,,,
2018/7/18,386.72,,,,,,,,
2018/7/19,385.37,,,,,,,,
2018/7/20,387.39,,,,,,,,
2018/7/23,385.58,,,,,,,,
2018/7/24,385.66,,,,,,,,
2018/7/25,387.68,,,,,,,,
2018/7/26,385.92,,,,,,,,
2018/7/27,385.13,,,,,,,,
2018/7/30,384.82,,,,,,,,
2018/7/31,385.5,,,,,,,,
2018/8/1,383.65,,,,,,,,
2018/8/2,381.32,,,,,,,,
2018/8/3,382.31,,,,,,,,
2018/8/6,380.66,,,,,,,,
2018/8/7,380.87,,,,,,,,
2018/8/8,381.73,,,,,,,,
2018/8/9,381.41,,,,,,,,
2018/8/10,381.15,,,,,,,,
2018/8/13,374.93,,,,,,,,
2018/8/14,375.51,,,,,,,,
2018/8/15,370.62,,,,,,,,
2018/8/16,370.33,,,,,,,,
2018/8/17,370.42,,,,,,,,
2018/8/20,373.73,,,,,,,,
2018/8/21,375.44,,,,,,,,
2018/8/22,376.5,,,,,,,,
2018/8/23,373.61,,,,,,,,
2018/8/24,379.67,,,,,,,,
2018/8/27,380.58,,,,,,,,
2018/8/28,380.1,,,,,,,,
2018/8/29,379.21,,,,,,,,
2018/8/30,377.2,,,,,,,,
2018/8/31,377.75,,,,,,,,
2018/9/4,375.46,,,,,,,,
2018/9/5,376.17,,,,,,,,
2018/9/6,377.13,,,,,,,,
2018/9/7,375.94,,,,,,,,
2018/9/10,375.81,,,,,,,,
2018/9/11,376.59,,,,,,,,
2018/9/12,379.33,,,,,,,,
2018/9/13,378.51,,,,,,,,
2018/9/14,376.31,,,,,,,,
2018/9/17,377.85,,,,,,,,
2018/9/18,376.96,,,,,,,,
2018/9/19,378.68,,,,,,,,
2018/9/20,379.64,,,,,,,,
2018/9/21,376.53,,,,,,,,
2018/9/24,377.57,,,,,,,,
2018/9/25,377.81,,,,,,,,
2018/9/26,375.95,,,,,,,,
2018/9/27,372.3,,,,,,,,
2018/9/28,375.09,,,,,,,,
2018/10/1,373.74,,,,,,,,
2018/10/2,378.56,,,,,,,,
2018/10/3,377.3,,,,,,,,
2018/10/4,376.92,,,,,,,,
2018/10/5,378.19,,,,,,,,
2018/10/8,372.93,,,,,,,,
2018/10/9,373.86,,,,,,,,
2018/10/10,374.48,,,,,,,,
2018/10/11,385.24,,,,,,,,
2018/10/12,383.5,,,,,,,,
2018/10/15,386.18,,,,,,,,
2018/10/16,386.42,,,,,,,,
2018/10/17,385.32,,,,,,,,
2018/10/18,386.19,,,,,,,,
2018/10/19,385.77,,,,,,,,
2018/10/22,384.56,,,,,,,,
2018/10/23,388.42,,,,,,,,
2018/10/24,386.65,,,,,,,,
2018/10/25,387.08,,,,,,,,
2018/10/26,388.18,,,,,,,,
2018/10/29,385.67,,,,,,,,
2018/10/30,384.98,,,,,,,,
2018/10/31,381.77,,,,,,,,
2018/11/1,389.21,,,,,,,,
2018/11/2,387.57,,,,,,,,
2018/11/5,387.33,,,,,,,,
2018/11/6,385.46,,,,,,,,
2018/11/7,386.24,,,,,,,,
2018/11/8,385.14,,,,,,,,
2018/11/9,379.97,,,,,,,,
2018/11/12,378.43,,,,,,,,
2018/11/13,377.8,,,,,,,,
2018/11/14,380.54,,,,,,,,
2018/11/15,382.16,,,,,,,,
2018/11/16,384.66,,,,,,,,
2018/11/19,385.39,,,,,,,,
2018/11/20,384.14,,,,,,,,
2018/11/21,386.29,,,,,,,,
2018/11/23,384.87,,,,,,,,
2018/11/26,384.82,,,,,,,,
2018/11/27,382.09,,,,,,,,
2018/11/28,385.21,,,,,,,,
2018/11/29,385.43,,,,,,,,
2018/11/30,384.08,,,,,,,,
2018/12/3,388.41,,,,,,,,
2018/12/4,390.63,,,,,,,,
2018/12/5,389.4,,,,,,,,
2018/12/6,389.74,,,,,,,,
2018/12/7,392.59,,,,,,,,
2018/12/10,391.66,,,,,,,,
2018/12/11,391,,,,,,,,
2018/12/12,391.9,,,,,,,,
2018/12/13,391.11,,,,,,,,
2018/12/14,389.26,,,,,,,,
2018/12/17,392.6,,,,,,,,
2018/12/18,393.19,,,,,,,,
2018/12/19,394.09,,,,,,,,
2018/12/20,397.73,,,,,,,,
2018/12/21,394.68,,,,,,,,
2018/12/24,399.05,,,,,,,,
2018/12/26,399.48,,,,,,,,
2018/12/27,402.05,,,,,,,,
2018/12/28,402.68,,,,,,,,
2018/12/31,402.22,,,,,,,,
2019/1/2,403.16,,,,,,,,
2019/1/3,406.55,,,,,,,,
2019/1/4,403.75,,,,,,,,
2019/1/7,405.12,,,,,,,,
2019/1/8,403.89,,,,,,,,
2019/1/9,405.83,,,,,,,,
2019/1/10,404.43,,,,,,,,
2019/1/11,405.11,,,,,,,,
2019/1/14,405.78,,,,,,,,
2019/1/15,404.84,,,,,,,,
2019/1/16,406.56,,,,,,,,
2019/1/17,406.08,,,,,,,,
2019/1/18,403.05,,,,,,,,
2019/1/22,403.34,,,,,,,,
2019/1/23,403.59,,,,,,,,
2019/1/24,402.27,,,,,,,,
2019/1/25,408.02,,,,,,,,
2019/1/28,409.7,,,,,,,,
2019/1/29,411.57,,,,,,,,
2019/1/30,411.69,,,,,,,,
2019/1/31,414.76,,,,,,,,
2019/2/1,413.81,,,,,,,,
2019/2/4,413.02,,,,,,,,
2019/2/5,413.02,,,,,,,,
2019/2/6,411.54,,,,,,,,
2019/2/7,411.5,,,,,,,,
2019/2/8,412.88,,,,,,,,
2019/2/11,410.89,,,,,,,,
2019/2/12,411.58,,,,,,,,
2019/2/13,411.95,,,,,,,,
2019/2/14,411.6,,,,,,,,
2019/2/15,414.2,,,,,,,,
